# id:4--8--4 
-0.83,0.72,-2.5872569219121
0.22,-0.09,-0.23401905101419
-0.51,-0.95,0.35397026385508
0.5,-0.11,-0.2892501004877
-0.12,-0.34,0.2935539666801
0.19,0.26,-0.51074781409703
-0.96,-0.13,-2.0303919814916
-0.3,-0.52,0.68139391087709
-0.03,0.26,-0.38159597425928
0.79,-0.83,-0.057095044471935
0.93,-0.78,-0.7325212531824
-0.56,-0.15,-0.72601795314188
-0.68,-0.16,-0.50321111373502
-0.45,-0.13,-0.43180679026907
0.22,-0.33,0.3204314038326
0.12,0.39,-0.22346215458176
-0.61,-0.66,-0.11787470092814
-0.71,-0.12,-0.7187005517325
-0.6,0.8,-1.2636124350711
0.78,0.29,-1.5859534607365
-0.54,-0.03,-0.60247083309454
-0.46,-0.49,-0.22827842667764
0.84,0.25,-1.4125454533204
-0.01,-0.19,-0.11063273158866
-0.5,-0.23,-0.10774743428843
-0.02,-0.57,0.64930942512175
0,0.43,-0.19652179845329
0.29,0.32,-0.36073718866967
-0.73,0.85,-1.996191295685
-0.81,0.49,-1.7507329295058
-0.49,0.31,-0.76355172760663
-0.12,-0.09,0.13339299306436
0.66,0.18,-0.80335466373164
0.8,-0.94,-0.19575642634368
-0.03,0.57,-1.0061769088611
0.35,0.44,-0.94971657938687
-0.46,0.9,-1.3668693642072
0.95,-0.63,-1.2627000889783
0.15,-0.06,0.1891461072311
0.19,0.66,-0.63636745976039
0.71,-0.83,-0.29668748348291
-0.92,-0.29,-1.5245758678608
0.6,0.38,-1.1176515380487
-0.98,0.87,-2.5564117624607
0.22,-0.79,0.60719727227529
0.36,0.74,-1.1604237289077
0.53,-0.77,-0.049274409809953
-0.36,0.19,-0.46206752765901
0.41,-0.57,0.14934868321785
0.26,-0.62,0.32337844591702
1,-0.4,-1.6848435733538
0.82,-0.46,-0.79463084253909
-0.5,0.77,-1.2969742978215
-0.09,0.65,-0.49795865849512
-0.3,-0.9,0.60496296961372
0.3,-0.59,0.14595366612428
-0.73,0.39,-1.6083612302346
0.12,0.87,-0.83847999656144
-0.23,0.15,-0.38601231404075
0.74,0.99,-2.1673407528807
0.37,0.1,-0.28753883916097
0.72,-0.1,-0.88811300718334
0.33,-0.64,-0.0081026715287605
-0.92,-0.27,-1.3047959343626
-0.21,0.35,-0.19008749714652
0.12,-0.21,0.30794144451565
0.95,-0.06,-1.6914975966901
0.33,-0.55,0.52251222877932
-0.3,-0.76,0.54165433364047
-0.9,0.41,-2.1890699313571
-0.66,0.41,-1.209011695376
0.82,-0.39,-0.97232790420853
-0.2,-0.06,-0.027741135848645
-0.52,0.57,-1.3172435969134
-0.92,-0.78,-0.78749660572929
0.55,0.46,-1.0750630885717
0.32,0.27,-0.63148534672526
-0.65,-0.36,-0.33629601195845
0.63,-0.56,-0.095571471116464
0.38,-0.59,0.21186491039624
0.79,-0.51,-0.4463073869208
0.21,0.74,-0.86705867338316
0.43,-0.47,0.24725166241723
-0.82,-0.87,-0.34423271710528
